origLate,gaNum,orig,docID,groupID,primaryName,lang,userID,v11n,origEarly,shelfInstances.shelfInstance.instCountry,shelfInstances.shelfInstance.shelfID,shelfInstances.shelfInstance.originYearDescription,shelfInstances.shelfInstance.instURL,shelfInstances.shelfInstance.instPlace,shelfInstances.shelfInstance.instNameCustom,shelfInstances.shelfInstance.instID,shelfInstances.shelfInstance.leavesDescription,shelfInstances.shelfInstance.formerGANumber,shelfInstances.shelfInstance.shelfNumber,shelfInstances.shelfInstance.instLogoURL,shelfInstances.shelfInstance.instName,shelfInstances.shelfInstance.instGeoLocator,shelfInstances.shelfInstance.contentOverview,shelfInstances
1499.0,"L1761","XV",41761.0,"","L1761","g","","",1400.0,"Egypt",4727.0,"XV","http://www.sinaimonastery.com/","Sinai","",0.0,189.0,"","Gr. 249","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","le",
1499.0,"L1762","XV",41762.0,"","L1762","g","","",1400.0,"Egypt",4728.0,"XV","http://www.sinaimonastery.com/","Sinai","",0.0,352.0,"","Gr. 250","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","le",
1399.0,"L1763","XIV",41763.0,"","L1763","g","","",1300.0,"Egypt",4729.0,"XIV","http://www.sinaimonastery.com/","Sinai","",0.0,337.0,"","Gr. 1343","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","le",
1399.0,"L1764","XIV",41764.0,"","L1764","g","","",1300.0,"Egypt",4730.0,"XIV","http://www.sinaimonastery.com/","Sinai","",0.0,250.0,"","Gr. 1344","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","l+asel",
1399.0,"L1765","XIV",41765.0,"","L1765","g","","",1300.0,"Egypt",4731.0,"XIV","http://www.sinaimonastery.com/","Sinai","",0.0,239.0,"","Gr. 1413","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","le",
1599.0,"L1766","XVI",41766.0,"","L1766","g","","",1500.0,"Egypt",4732.0,"XVI","http://www.sinaimonastery.com/","Sinai","",0.0,154.0,"","Gr. 2037","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","l+aLit",
1545.0,"L1767",1545.0,41767.0,"","L1767","g","","",1545.0,"Egypt",4733.0,"XVI","http://www.sinaimonastery.com/","Sinai","",0.0,198.0,"","Gr. 2049","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","lae",
1699.0,"L1768","XVII",41768.0,"","L1768","g","","",1600.0,"Egypt",4734.0,"XVII","http://www.sinaimonastery.com/","Sinai","",0.0,361.0,"","Gr. 2050","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","lae†",
1545.0,"L1769",1545.0,41769.0,"","L1769","g","","",1545.0,"Egypt",4735.0,"XVI","http://www.sinaimonastery.com/","Sinai","",0.0,181.0,"","Gr. 2052","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","laesk",
1399.0,"L1770","XIV",41770.0,"","L1770","g","","",1300.0,"Egypt",4736.0,"XIV","http://www.sinaimonastery.com/","Sinai","",0.0,34.0,"","Gr. 2053","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","l+asel",
1199.0,"L1771","XII",41771.0,"","L1771","g","","",1100.0,"Egypt",4737.0,"XII","http://www.sinaimonastery.com/","Sinai","",0.0,326.0,"","Gr. 2090","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","le",
1499.0,"L1772","XV",41772.0,"","L1772","g","","",1400.0,"Egypt",4738.0,"XV","http://www.sinaimonastery.com/","Sinai","",0.0,365.0,"","Gr. 2254","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","le",
1299.0,"L1773","XIII",41773.0,"","L1773",,,,,"Egypt",5916.0,"XIII","http://www.sinaimonastery.com/","Sinai","",0.0,34.0,"","Arab. 124, fol. 233-199v","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","lP",
1299.0,"L1773","XIII",41773.0,"","L1773",,,,,"Egypt",5917.0,"XIII","http://www.sinaimonastery.com/","Sinai","",0.0,29.0,"","Ν.Ε.X 125 u. Ν.Ε.X 424","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","lP",
1299.0,"L1773","XIII",41773.0,"","L1773","g","","",1200.0,,,,,,,,,,,,,,,
1299.0,"L1774","XIII",41774.0,"","L1774","g","","",1200.0,"Egypt",4739.0,"XIII","http://www.sinaimonastery.com/","Sinai","",0.0,106.0,"","Arab. 172, fol. 273-168(!)","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","laP",
1616.0,"L1775",1616.0,41775.0,"","L1775","g","","",1616.0,"Israel",4740.0,"XVII","http://www.jerusalem-patriarchate.info/","Jerusalem","",0.0,285.0,"","Skeuophylakion 2","http://ntmss.info/instlogos/PJerusalem2.jpg","Greek Orthodox Patriarchate","","le",
1099.0,"L1776","XI",41776.0,"","L1776","g","","",1000.0,"Turkey",4741.0,"XI","","Istanbul","",0.0,193.0,"",1.0,"","Ecumenical Patriarchate","","l†",
1199.0,"L1777","XII",41777.0,"","L1777","g","","",1100.0,"Turkey",4742.0,"XII","","Istanbul","",0.0,120.0,"",2.0,"","Ecumenical Patriarchate","","l†",
1199.0,"L1778","XII",41778.0,"","L1778","g","","",1100.0,"Turkey",4743.0,"XII","","Istanbul","",0.0,253.0,"","Skeuophylakion 6","","Ecumenical Patriarchate","","lesk†",
1199.0,"L1779","XII",41779.0,"","L1779","g","","",1100.0,"Turkey",4744.0,"XII","","Istanbul","",0.0,421.0,"","Skeuophylakion 7","","Ecumenical Patriarchate","","lesk†",
1199.0,"L1780","XII",41780.0,"","L1780","g","","",1100.0,"Turkey",4745.0,"XII","","Istanbul","",0.0,332.0,"","Skeuophylakion 8","","Ecumenical Patriarchate","","le",
1199.0,"L1781","XII",41781.0,"","L1781","g","","",1100.0,"Turkey",4746.0,"XII","","Istanbul","",0.0,284.0,"","Skeuophylakion 9","","Ecumenical Patriarchate","","lesk†",
1299.0,"L1782","XIII",41782.0,"","L1782","g","","",1200.0,"Turkey",4747.0,"XIII","","Istanbul","",0.0,235.0,"","Panaghia 171","","Ecumenical Patriarchate","","le",
1299.0,"L1783","XIII",41783.0,"","L1783","g","","",1200.0,"Turkey",4748.0,"XIII","","Istanbul","",0.0,251.0,"","Panaghia 173","","Ecumenical Patriarchate","","le†",
1199.0,"L1784","XII",41784.0,"","L1784","g","","",1100.0,"Turkey",4749.0,"XII","","Istanbul","",0.0,167.0,"","Panaghia 174","","Ecumenical Patriarchate","","lesk",
1299.0,"L1785","XIII",41785.0,"","L1785","g","","",1200.0,"Turkey",4750.0,"XIII","","Istanbul","",0.0,298.0,"","Skeuophylakion 13","","Ecumenical Patriarchate","","le",
1551.0,"L1786",1551.0,41786.0,"","L1786","g","","",1551.0,"Turkey",4751.0,"XVI","","Istanbul","",0.0,369.0,"","Skeuophylakion 14","","Ecumenical Patriarchate","","le",
1599.0,"L1787",1599.0,41787.0,"","L1787","g","","",1599.0,"Turkey",4752.0,"XVI","","Istanbul","",0.0,276.0,"","Panaghia 168","","Ecumenical Patriarchate","","l",
1063.0,"L1788",1063.0,41788.0,"","L1788",,,,,"Greece",4753.0,"XI","http://www.nlg.gr/","Athens","",0.0,262.0,"","Genous Scholê  2","","National Library","","lesk",
1063.0,"L1788",1063.0,41788.0,"","L1788",,,,,"USA",6296.0,"XI","https://www.clevelandart.org","Cleveland, OH","",0.0,2.0,"","42.1511 + 42.1512","","Cleveland Museum of Art","","Miniatures",
1063.0,"L1788",1063.0,41788.0,"","L1788",,,,,"USA",6297.0,"XI","","Washington D.C.","",0.0,2.0,"","BZ.1979.31","","Dumbarton Oaks","","l",
1063.0,"L1788",1063.0,41788.0,"","L1788","g","","",1063.0,,,,,,,,,,,,,,,
1690.0,"L1789",1690.0,41789.0,"","L1789","g","","",1690.0,"Greece",4754.0,"XVII","http://www.mountathos.gr/active.aspx","Athos","",0.0,106.0,"","Z 65","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","lk",
1400.0,"L1790",1400.0,41790.0,"","L1790","g","","",1400.0,"Greece",4755.0,"XV","http://www.orthodoxy.me/","Athos","",0.0,168.0,"","373 (780)","http://www.orthodoxy.me/gallery_gen/fc52ac81dbe7c02764d8c10c2b240c72_548x58.png","Iviron Monastery","","l+aLit",
1599.0,"L1791","XVI",41791.0,"","L1791","g","","",1500.0,"Location unknown",6287.0,"","","Location unknown","",0.0,"","","(früher: Argyrokastro, Mitropolis, 2)","","Zuletzt: Albania","","",
1299.0,"L1792","XIII",41792.0,"","L1792","g","","",1200.0,"Greece",4757.0,"XIII","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,223.0,"","ΒΧΜ 19513","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","lesk",
1699.0,"L1793","XVII",41793.0,"","L1793","g","","",1600.0,"Greece",4758.0,"XVII","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,349.0,"","ΚΠρ 0097 (cat. Pallas 144)","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","le†",
1399.0,"L1794","XIV",41794.0,"","L1794","g","","",1300.0,"Greece",4759.0,"XIV","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,241.0,"","ΚΠρ 0219 (cat. Pallas 148)","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","laesk†",
1599.0,"L1795","XVI",41795.0,"","L1795","g","","",1500.0,"Greece",4760.0,"XVI","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,243.0,"","ΒΜ 2787 (cat. Pallas 163)","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","le",
1743.0,"L1796",1743.0,41796.0,"","L1796","g","","",1743.0,"Greece",4761.0,"XVIII","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,218.0,"","ΒΧΜ 1629","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","le",
1599.0,"L1797","XVI",41797.0,"","L1797","g","","",1500.0,"Greece",4762.0,"XVI","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,1.0,"","ΒΧΜ 1633","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","lP",
1299.0,"L1798","XIII",41798.0,"","L1798","g","","",1200.0,"Greece",4763.0,"XIII","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,1.0,"","ΒΧΜ 1613","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","lP",
1599.0,"L1799","XVI",41799.0,"","L1799","g","","",1500.0,"Greece",4764.0,"XVI","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,2.0,"","ΒΜ 2457 (σπ. 32)","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","lP",
1199.0,"L1800","XII",41800.0,"","L1800","g","","",1100.0,"Greece",4765.0,"XII","http://www.nlg.gr/","Athens","",0.0,265.0,"","EBE 2168","","National Library","","le†",
1265.0,"L1801",1265.0,41801.0,"","L1801","g","","",1265.0,"Greece",4766.0,"XIII","http://www.nlg.gr/","Athens","",0.0,193.0,"","EBE 2189","","National Library","","lesk",
1602.0,"L1802",1602.0,41802.0,"","L1802","g","","",1602.0,"Greece",4767.0,"XVII","http://www.nlg.gr/","Athens","",0.0,183.0,"","EBE 2268","","National Library","","le",
1399.0,"L1803","XIV",41803.0,"","L1803","g","","",1300.0,"Greece",4768.0,"XIV","http://www.nlg.gr/","Athens","",0.0,236.0,"","EBE 2269","","National Library","","le†",
1356.0,"L1804",1356.0,41804.0,"","L1804","g","","",1356.0,"Greece",4769.0,"XIV","http://www.nlg.gr/","Athens","",0.0,170.0,"","EBE 2359","","National Library","","le†",
1199.0,"L1805","XII",41805.0,"","L1805","g","","",1100.0,"Greece",4770.0,"XII","http://www.nlg.gr/","Athens","",0.0,297.0,"","EBE 2363","","National Library","","l(?)sk†",
1460.0,"L1806",1460.0,41806.0,"","L1806","g","","",1460.0,"Greece",4771.0,"XV","http://www.nlg.gr/","Athens","",0.0,547.0,"","EBE 2630","","National Library","","l+aLit",
1454.0,"L1807",1454.0,41807.0,"","L1807","g","","",1454.0,"Greece",4772.0,"XV","http://www.nlg.gr/","Athens","",0.0,254.0,"","EBE 2642","","National Library","","le",
1199.0,"L1808","XII",41808.0,"","L1808","g","","",1100.0,"Greece",4773.0,"XII","http://www.nlg.gr/","Athens","",0.0,219.0,"","EBE 2645","","National Library","","lesk",
1199.0,"L1809","XII",41809.0,"","L1809","g","","",1100.0,"Greece",4774.0,"XII","http://www.nlg.gr/","Athens","",0.0,232.0,"","EBE 2646","","National Library","","lesk†",
1543.0,"L1810",1543.0,41810.0,"","L1810","g","","",1543.0,"Greece",4775.0,"XVI","http://www.nlg.gr/","Athens","",0.0,253.0,"","EBE 2647","","National Library","","lesk",
1491.0,"L1811",1491.0,41811.0,"","L1811","g","","",1491.0,"Greece",4776.0,"XV","http://www.nlg.gr/","Athens","",0.0,144.0,"","EBE 2658","","National Library","","l+aLit",
1270.0,"L1812",1270.0,41812.0,"","L1812","g","","",1270.0,"Greece",4777.0,"XIII","http://www.nlg.gr/","Athens","",0.0,137.0,"","EBE 2672","","National Library","","lesk†",
1199.0,"L1813","XII",41813.0,"","L1813","g","","",1100.0,"Greece",4778.0,"XII","http://www.nlg.gr/","Athens","",0.0,239.0,"","EBE 2676","","National Library","","lesk",
1538.0,"L1814",1538.0,41814.0,"","L1814","g","","",1538.0,"Greece",4779.0,"XVI","http://www.nlg.gr/","Athens","",0.0,220.0,"","EBE 2680","","National Library","","le",
1499.0,"L1815","XV",41815.0,"","L1815","g","","",1400.0,"Greece",4780.0,"XV","http://www.nlg.gr/","Athens","",0.0,172.0,"","EBE 2692","","National Library","","lae†",
1199.0,"L1816","XII",41816.0,"","L1816","g","","",1100.0,"Greece",4781.0,"XII","http://www.nlg.gr/","Athens","",0.0,154.0,"","EBE 2711","","National Library","","lesk†",
1499.0,"L1817","XV",41817.0,"","L1817","g","","",1400.0,"Greece",4782.0,"XV","http://www.nlg.gr/","Athens","",0.0,112.0,"","EBE 2713","","National Library","","le†",
1599.0,"L1818","XVI",41818.0,"","L1818","g","","",1500.0,"Greece",4783.0,"XVI","http://www.nlg.gr/","Athens","",0.0,260.0,"","EBE 2726","","National Library","","lae",
1699.0,"L1819","XVII",41819.0,"","L1819","g","","",1600.0,"Greece",4784.0,"XVII","http://www.nlg.gr/","Athens","",0.0,86.0,"","EBE 2737","","National Library","","laesk†",
1399.0,"L1820","XIV",41820.0,"","L1820","g","","",1300.0,"Greece",4785.0,"XIV","http://www.nlg.gr/","Athens","",0.0,57.0,"","EBE 2744","","National Library","","laP",
1399.0,"L1821","XIV",41821.0,"","L1821","g","","",1300.0,"Greece",4786.0,"XIV","http://www.nlg.gr/","Athens","",0.0,278.0,"","EBE 2815","","National Library","","le†",
1599.0,"L1822","XVI",41822.0,"","L1822","g","","",1500.0,"Greece",4787.0,"XVI","http://www.nlg.gr/","Athens","",0.0,175.0,"","EBE 2864","","National Library","","lsk",
1563.0,"L1823",1563.0,41823.0,"","L1823","g","","",1563.0,"Greece",4788.0,"XVI","http://www.nlg.gr/","Athens","",0.0,468.0,"","EBE 2916","","National Library","","le",
1199.0,"L1824","XII",41824.0,"","L1824","g","","",1100.0,"Greece",4789.0,"XII","http://www.nlg.gr/","Athens","",0.0,108.0,"","EBE 3028","","National Library","","le†",
1599.0,"L1825","XVI",41825.0,"","L1825","g","","",1500.0,"Greece",4790.0,"XVI","http://www.nlg.gr/","Athens","",0.0,117.0,"","EBE 3041, fol. 72-188","","National Library","","lae†",
1099.0,"L1826","XI",41826.0,"","L1826","g","","",1000.0,"Greece",4791.0,"XI","http://www.nlg.gr/","Athens","",0.0,142.0,"","EBE 3062","","National Library","","le†",
899.0,"L1827","IX",41827.0,"","L1827","g","","",800.0,"Russia",4792.0,"IX","","Moscow","",0.0,2.0,"","Φ 270 Ia. 72.1","","Russian State Library","","U-lP",
1199.0,"L1828","XII",41828.0,"","L1828","g","","",1100.0,"Russia",4793.0,"XII","","Moscow","",0.0,5.0,"","Ф 270. Ia.72.8","","Russian State Library","","lP",
1299.0,"L1829","XIII",41829.0,"","L1829","g","","",1200.0,"Russia",4794.0,"XIII","","Moscow","",0.0,3.0,"","Ф 270. Ia.72.9","","Russian State Library","","lP",
1099.0,"L1830","XI",41830.0,"","L1830","g","","",1000.0,"Russia",4795.0,"XI","","Moscow","",0.0,1.0,"","Ф 270. Ia.71.1","","Russian State Library","","lP",
1099.0,"L1831","XI",41831.0,"","L1831","g","","",1000.0,"Russia",4796.0,"XI","","Moscow","",0.0,2.0,"","Ф 270. Ia.71.2","","Russian State Library","","lP",
1099.0,"L1832","XI",41832.0,"","L1832","g","","",1000.0,"Russia",4797.0,"XI","","Moscow","",0.0,1.0,"","Ф 270. Ia.71.3","","Russian State Library","","lP",
1099.0,"L1833","XI",41833.0,"","L1833",,,,,"Russia",5918.0,"XI","","Moscow","",0.0,1.0,"","Ф 270. Ia.71.4","","Russian State Library","","laP",
1099.0,"L1833","XI",41833.0,"","L1833",,,,,"Russia",5919.0,"XI","","Moscow","",0.0,1.0,"","Ф 270. Ia.74.2","","Russian State Library","","laP",
1099.0,"L1833","XI",41833.0,"","L1833","g","","",1000.0,,,,,,,,,,,,,,,
1199.0,"L1834","XII",41834.0,"","L1834","g","","",1100.0,"Russia",4798.0,"XII","","Moscow","",0.0,1.0,"","Ф 270. Ia.74.4","","Russian State Library","","lP",
1199.0,"L1835","XII",41835.0,"","L1835","g","","",1100.0,"Russia",4799.0,"XII","","Moscow","",0.0,2.0,"","Ф 270. Ia.75.5","","Russian State Library","","lP",
899.0,"L1836","IX",41836.0,"","L1836","g","","",800.0,"France",4800.0,"IX","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,3.0,"","Coislin Grec 211, fol. 1.351. 352","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","U-lP",
799.0,"L1837","VIII",41837.0,"","L1837","g","","",700.0,"France",4801.0,"VIII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,2.0,"","Suppl. Gr. 1232, fol. 1.2","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","U-lP",
1099.0,"L1838","XI",41838.0,"","L1838","g","","",1000.0,"United Kingdom",4802.0,"XI","","Cambridge","",0.0,2.0,"","B.17.20 (fol. 170r-174r)","","Trinity College","","lP",
1099.0,"L1839","XI",41839.0,"","L1839","g","","",1000.0,"USA",6083.0,"XIII","https://library.duke.edu/rubenstein/","Durham, NC","",0.0,267.0,"","Greek MS 065","","Duke University, David M. Rubenstein Library","","le",
1499.0,"L1840","XV",41840.0,"","L1840","g","","",1400.0,"Location unknown",6396.0,"XV","","Location unknown","",0.0,212.0,"","(früher: Zion Research Library, Brookline, MA","","Zuletzt: USA","","lesk",
1199.0,"L1841","XII",41841.0,"","L1841","g","","",1100.0,"Russia",4805.0,"XII","","St. Petersburg","",0.0,269.0,"","RAIK 068","","Library of the Russian Academy of Science","","le †",
1399.0,"L1842","XIV",41842.0,"","L1842","g","","",1300.0,"Russia",4806.0,"XIV","","St. Petersburg","",0.0,138.0,"","RAIK 071","","Library of the Russian Academy of Science","","le †",
1099.0,"L1843","XI",41843.0,"","L1843","g","","",1000.0,"Russia",4807.0,"XI","","St. Petersburg","",0.0,44.0,"","RAIK 075","","Library of the Russian Academy of Science","","lesk †",
1399.0,"L1844","XIV",41844.0,"","L1844","g","","",1300.0,"Russia",4808.0,"XIV","","St. Petersburg","",0.0,255.0,"","RAIK 087","","Library of the Russian Academy of Science","","l+ae",
1099.0,"L1845","XI",41845.0,"","L1845","g","","",1000.0,"Russia",4809.0,"XI","","St. Petersburg","",0.0,1.0,"","RAIK 093","","Library of the Russian Academy of Science","","lP",
1199.0,"L1846","XI/XII",41846.0,"","L1846","g","","",1000.0,"Russia",4810.0,"XI/XII","","St. Petersburg","",0.0,16.0,"","RAIK 193","","Library of the Russian Academy of Science","","lP",
1099.0,"L1847","XI",41847.0,"","L1847","g","","",1000.0,"Russia",6277.0,"XI","http://www.orientalstudies.ru/eng/","St. Petersburg","",0.0,309.0,"","Д 227","","Institute of Oriental Manuscripts ","","le",
1399.0,"L1848","XIV",41848.0,"","L1848","g","","",1300.0,"Russia",4812.0,"XIV","http://www.nlr.ru/","St. Petersburg","",0.0,2.0,"","Ф. № 906 / Gr. 534","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","lP",
899.0,"L1849","IX",41849.0,"","L1849","g","","",800.0,"Russia",4813.0,"IX","http://www.nlr.ru/","St. Petersburg","",0.0,1.0,"","Ф. № 906 / Gr. 566","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","U-lP",
1199.0,"L1850","XII",41850.0,"","L1850","g","","",1100.0,"Russia",4814.0,"XII","http://www.nlr.ru/","St. Petersburg","",0.0,1.0,"","Ф. № 906 / Gr. 637","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","lP",
1199.0,"L1851","XII",41851.0,"","L1851","g","","",1100.0,"Russia",4815.0,"XII","http://www.nlr.ru/","St. Petersburg","",0.0,1.0,"","Ф. № 906 / Gr. 638","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","lP",
1299.0,"L1852","XIII",41852.0,"","L1852","g","","",1200.0,"Russia",4816.0,"XIII","http://www.nlr.ru/","St. Petersburg","",0.0,119.0,"","Ф. № 906 / Gr. 669, fol. 66-184","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","l(?)sk †",
1199.0,"L1853","XII",41853.0,"","L1853","g","","",1100.0,"Russia",4817.0,"XII","http://www.nlr.ru/","St. Petersburg","",0.0,268.0,"","Ф. № 906 / Gr. 670","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","le",
1399.0,"L1854","XIV",41854.0,"","L1854",,,,,"Russia",5920.0,"XIV","http://www.nlr.ru/","St. Petersburg","",0.0,"?","l 1854a","Ф. № 906 / Gr. 679","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","lP",
1399.0,"L1854","XIV",41854.0,"","L1854",,,,,"Russia",5921.0,"XIV","http://www.nlr.ru/","St. Petersburg","",0.0,"?","l 1854a","Ф. № 906 / Gr. 767","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","lP",
1399.0,"L1854","XIV",41854.0,"","L1854","g","","",1300.0,,,,,,,,,,,,,,,
899.0,"L1855","IX",41855.0,"","L1855","g","","",800.0,"Russia",4818.0,"IX","http://www.nlr.ru/","St. Petersburg","",0.0,2.0,"","Ф. № 906 / Gr. 775","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","U-laP",
1299.0,"L1856","XIII",41856.0,"","L1856","g","","",1200.0,"Russia",4819.0,"XIII","http://www.nlr.ru/","St. Petersburg","",0.0,10.0,"","Ф. № 906 / Gr. 766","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","l+aP",
1099.0,"L1857","XI",41857.0,"","L1857","g","","",1000.0,"Russia",4820.0,"XI","http://www.nlr.ru/","St. Petersburg","",0.0,3.0,"","Ф. № 906 / Gr. 800","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","lP",
1199.0,"L1858","XII",41858.0,"","L1858","g","","",1100.0,"Russia",4821.0,"XII","https://en.shm.ru","Moscow","",0.0,248.0,"","Mus. sobr. 3645","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","lesk †",
1199.0,"L1859","XII",41859.0,"","L1859","g","","",1100.0,"Russia",4822.0,"XII","https://en.shm.ru","Moscow","",0.0,260.0,"","Mus. sobr. 3647","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","lesk",
1099.0,"L1860","XI",41860.0,"","L1860","g","","",1000.0,"Russia",4823.0,"XI","","Moscow","",0.0,8.0,"","Ф 270. Ia.74.1","","Russian State Library","","lP",
1399.0,"L1861","XIV",41861.0,"","L1861","g","","",1300.0,"Ukraine",4824.0,"XIV","http://www.nbuv.gov.ua/","Kyiv","",0.0,1.0,"","Ф. 301 (КДА) 24п","http://ntmss.info/instlogos/Kiev_Vernadskij2.jpg","Vernadsky National Library ","","laP",
1099.0,"L1862","XI",41862.0,"","L1862","g","","",1000.0,"Ukraine",4825.0,"XI","http://www.nbuv.gov.ua/","Kyiv","",0.0,246.0,"","Ф. 301 (КДА) 15п","http://ntmss.info/instlogos/Kiev_Vernadskij2.jpg","Vernadsky National Library ","","le",
1099.0,"L1863","XI",41863.0,"","L1863","g","","",1000.0,"Ukraine",4826.0,"XI","http://www.nbuv.gov.ua/","Kyiv","",0.0,329.0,"","Ф. 310 (Nežin) 150","http://ntmss.info/instlogos/Kiev_Vernadskij2.jpg","Vernadsky National Library ","","le †",
1199.0,"L1864","XII",41864.0,"","L1864","g","","",1100.0,"Ukraine",4827.0,"XII","http://www.nbuv.gov.ua/","Kyiv","",0.0,2.0,"","Ф. V (OTIS) 3622","http://ntmss.info/instlogos/Kiev_Vernadskij2.jpg","Vernadsky National Library ","","l+aP",
1399.0,"L1865","XIV",41865.0,"","L1865","g","","",1300.0,"Ukraine",4828.0,"XIV","https://odnb.odessa.ua/en/","Odesa","",0.0,38.0,"",441.0,"","Odesa National Scientific Library ","","lP",
999.0,"L1866","X",41866.0,"","L1866","g","","",900.0,"Ukraine",4829.0,"X","https://odnb.odessa.ua/en/","Odesa","",0.0,13.0,"",552.1,"","Odesa National Scientific Library ","","U-lP",
999.0,"L1867","X",41867.0,"","L1867","g","","",900.0,"Ukraine",4830.0,"X","https://odnb.odessa.ua/en/","Odesa","",0.0,2.0,"",552.2,"","Odesa National Scientific Library ","","U-lP",
1199.0,"L1868","XII",41868.0,"","L1868","g","","",1100.0,"Ukraine",4831.0,"XII","https://odnb.odessa.ua/en/","Odesa","",0.0,1.0,"",552.3,"","Odesa National Scientific Library ","","lP",
1299.0,"L1869","XIII",41869.0,"","L1869","g","","",1200.0,"Ukraine",4832.0,"XIII","https://odnb.odessa.ua/en/","Odesa","",0.0,1.0,"",552.4,"","Odesa National Scientific Library ","","lP",
999.0,"L1870","X",41870.0,"","L1870","g","","",900.0,"Armenia",4833.0,"X","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,1.0,"","M 612","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","U-lP",
1199.0,"L1871","XII",41871.0,"","L1871","g","","",1100.0,"Armenia",4834.0,"XI","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,6.0,"","M 1049, M1297 (Vor- u. Nachsatzbll.)","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
1199.0,"L1872","XII",41872.0,"","L1872","g","","",1100.0,"Armenia",4835.0,"XII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,1.0,"","M 1190","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
